Customer-ID,ProductID,PurchaseQuantity,Categories,Products,CustomerName,Gender
CUSTIDXX-13389,PRODOXIID284,16,Ethnic Foods,    Thai Jasmine Rice,Angela Hayes,F
CUSTIDXX-13390,PRODOXIID288,20,Ethnic Foods,    Middle Eastern Hummus,Cheryl Brown,F
CUSTIDXX-13395,PRODOXIID177,17,Office and School Supplies,    Backpacks,Christine Davis,F
CUSTIDXX-13397,PRODOXIID293,13,Deli and Prepared Foods,    Ready-to-Eat Sushi,Stephanie Cole,F
CUSTIDXX-13398,PRODOXIID19,7,Dairy ,White Cream,Mrs. Sarah Jenkins,F
CUSTIDXX-13399,PRODOXIID225,11,Apparel and Accessories        ,    Belt,Bethany Salinas,F
CUSTIDXX-13402,PRODOXIID114,23,Beverages,    Energy Drinks,Luke Wood,F
CUSTIDXX-13406,PRODOXIID92,1,Pasta Rice and Grains,    Quinoa,Daniel Neal,F
CUSTIDXX-13408,PRODOXIID111,1,Beverages,    Tea Bags,Aaron Washington,F
CUSTIDXX-13409,PRODOXIID105,8,Baking Supplies,    Cake Mix,Alicia Webb,F
CUSTIDXX-13411,PRODOXIID35,23,Bakery,Cookies,Derrick Morgan,F
CUSTIDXX-13412,PRODOXIID196,5,Electronics and Appliances,    Laptop Sleeves,Jeff Santos,F
CUSTIDXX-13413,PRODOXIID34,8,Bakery,Muffins,Jack Ingram,F
CUSTIDXX-13414,PRODOXIID231,22,Automotive and Hardware,    Car Battery,John Ford,F
CUSTIDXX-13415,PRODOXIID120,14,Household Essentials,    Paper Towels,Andrew Bailey,F
CUSTIDXX-13416,PRODOXIID198,10,Electronics and Appliances,    Surge Protectors,Michael Young,F
CUSTIDXX-13418,PRODOXIID282,2,Ethnic Foods,    Chinese Noodles,Gregory Brown,F
CUSTIDXX-13419,PRODOXIID283,23,Ethnic Foods,    Italian Pasta Sauce,Christopher Martin,F
CUSTIDXX-13420,PRODOXIID61,17,Snacks and Beverages,    Popcorn,Gary Bonilla,F
CUSTIDXX-13423,PRODOXIID192,10,Electronics and Appliances,    Power Strips,George Johnson,F
CUSTIDXX-13424,PRODOXIID277,18,Sports and Fitness,    Water Bottles,Andrew Evans,F
CUSTIDXX-13425,PRODOXIID98,10,Pasta Rice and Grains,    Barley,Angelica Watson,F
CUSTIDXX-13426,PRODOXIID14,8,Dairy ,Eggs,Bethany Villanueva,F
CUSTIDXX-13430,PRODOXIID15,24,Dairy ,Cottage Cheese,Barry Young,F
CUSTIDXX-13431,PRODOXIID11,21,Dairy ,Cheese,Elizabeth Shannon,F
CUSTIDXX-13433,PRODOXIID135,17,Personal Care and Beauty,    Mouthwash,Richard Flores,F
CUSTIDXX-13434,PRODOXIID298,24,Deli and Prepared Foods,    Soup of the Day,Derrick Bell,F
CUSTIDXX-13438,PRODOXIID106,6,Baking Supplies,    Yeast,Heather Reynolds,F
CUSTIDXX-13447,PRODOXIID270,9,Sports and Fitness,    Yoga Mat,Jared Crosby,F
CUSTIDXX-13448,PRODOXIID160,25,Medical Supplies,    Vitamins,Elizabeth Parker,F
CUSTIDXX-13449,PRODOXIID112,18,Beverages,    Bottled Water,Benjamin Dean,F
CUSTIDXX-13450,PRODOXIID20,23,Meat and Seafood,Beef,Jennifer Hudson,F
CUSTIDXX-13452,PRODOXIID235,11,Automotive and Hardware,    Screwdriver Set,Terry Burns,F
CUSTIDXX-13455,PRODOXIID273,14,Sports and Fitness,    Running Shoes,James Blackburn,F
CUSTIDXX-13456,PRODOXIID107,15,Baking Supplies,    Cocoa Powder,Christina Gutierrez,F
CUSTIDXX-13458,PRODOXIID175,11,Office and School Supplies,    Sticky Notes,Lindsey Lucas,F
CUSTIDXX-13461,PRODOXIID181,4,Hygiene,    Glass Cleaner,Christopher White,F
CUSTIDXX-13463,PRODOXIID49,14,Frozen Foods,    Frozen Waffles,Laura Prince,F
CUSTIDXX-13464,PRODOXIID113,20,Beverages,    Soft Drinks,Shawn Alexander,F
CUSTIDXX-13465,PRODOXIID34,23,Bakery,Muffins,Joseph Ashley,F
CUSTIDXX-13467,PRODOXIID190,6,Electronics and Appliances,    Batteries,Brandon Carter,F
CUSTIDXX-13469,PRODOXIID247,12,Seasonal Items,    Spring Planters,Douglas Fisher,F
CUSTIDXX-13474,PRODOXIID36,15,Bakery,Brownies,Christine Gonzalez,F
CUSTIDXX-13476,PRODOXIID172,10,Office and School Supplies,    Highlighters,Robin Dixon,F
CUSTIDXX-13479,PRODOXIID18,3,Dairy ,Whipped Cream,Alexis Hess,F
CUSTIDXX-13482,PRODOXIID165,7,Medical Supplies,    Bandages,Caroline Mcmillan,F
CUSTIDXX-13484,PRODOXIID52,15,Canned and Packaged Goods,    Canned Tomatoes,Mitchell Morris,F
CUSTIDXX-13486,PRODOXIID83,16,Breakfast and Cereal,    Maple Syrup,Cameron Carr,F
CUSTIDXX-13491,PRODOXIID273,14,Sports and Fitness,    Running Shoes,Susan Spencer,F
CUSTIDXX-13492,PRODOXIID14,21,Dairy ,Eggs,Matthew Walsh,F
CUSTIDXX-13493,PRODOXIID11,15,Dairy ,Cheese,Matthew Reynolds,F
CUSTIDXX-13496,PRODOXIID169,4,Medical Supplies,    Heating Pads,John Campos,F
CUSTIDXX-13498,PRODOXIID289,21,Ethnic Foods,    African Spices,Brandon Cole,F
CUSTIDXX-13500,PRODOXIID8,7,Produce,Oranges,Robert Parker,F
CUSTIDXX-13505,PRODOXIID143,21,Baby and Toddler,    Baby Food,Sierra Crawford,F
CUSTIDXX-13507,PRODOXIID184,17,Hygiene,    Mop and Bucket,Jose Yang,F
CUSTIDXX-13509,PRODOXIID159,20,Pet Supplies,    Fish Food,Misty Wright,F
CUSTIDXX-13511,PRODOXIID19,24,Dairy ,White Cream,Derek Byrd,F
CUSTIDXX-13512,PRODOXIID68,4,Snacks and Beverages,    Bottled Water,Melanie Luna,F
CUSTIDXX-13514,PRODOXIID209,20,Home and Kitchen,    Trash Can,Taylor Wells,F
CUSTIDXX-13517,PRODOXIID132,23,Personal Care and Beauty,    Body Wash,Catherine Shepard,F
CUSTIDXX-13518,PRODOXIID23,17,Meat and Seafood,Fish,Steven Parks,F
CUSTIDXX-13520,PRODOXIID208,25,Home and Kitchen,    Mixing Bowls,Brian Andrews,F
CUSTIDXX-13522,PRODOXIID171,17,Office and School Supplies,    Pens and Pencils,Kevin Collins,F
CUSTIDXX-13525,PRODOXIID268,5,Books Music and Movies,    Classic Movie DVD,Amanda Pacheco,F
CUSTIDXX-13527,PRODOXIID60,24,Snacks and Beverages,    Potato Chips,Gregory Schmidt,F
CUSTIDXX-13529,PRODOXIID194,5,Electronics and Appliances,    Headphones,Jason Kirby,F
CUSTIDXX-13530,PRODOXIID139,6,Personal Care and Beauty,    Hair Gel,Jessica Kaiser,F
CUSTIDXX-13531,PRODOXIID60,6,Snacks and Beverages,    Potato Chips,William Fernandez,F
CUSTIDXX-13533,PRODOXIID153,8,Pet Supplies,    Cat Litter,Tony Hunt,F
CUSTIDXX-13536,PRODOXIID187,24,Hygiene,    Cleaning Brushes,Rebecca Fuller,F
CUSTIDXX-13537,PRODOXIID246,21,Seasonal Items,    Winter Gloves,Maria Hansen,F
CUSTIDXX-13542,PRODOXIID178,8,Office and School Supplies,    Rulers,George Jones,F
CUSTIDXX-13543,PRODOXIID160,22,Medical Supplies,    Vitamins,Wesley Murray,F
CUSTIDXX-13544,PRODOXIID134,8,Personal Care and Beauty,    Toothpaste,Taylor Molina,F
CUSTIDXX-13546,PRODOXIID64,7,Snacks and Beverages,    Nuts,Lance Boyle,F
CUSTIDXX-13548,PRODOXIID131,12,Personal Care and Beauty,    Conditioner,Katherine Alexander,F
CUSTIDXX-13549,PRODOXIID139,11,Personal Care and Beauty,    Hair Gel,David Elliott,F
CUSTIDXX-13552,PRODOXIID51,10,Canned and Packaged Goods,    Canned Vegetables,Christopher Lewis,F
CUSTIDXX-13553,PRODOXIID19,3,Dairy ,White Cream,Jamie Garcia,F
CUSTIDXX-13555,PRODOXIID51,21,Canned and Packaged Goods,    Canned Vegetables,Daniel Moss,F
CUSTIDXX-13560,PRODOXIID182,3,Hygiene,    Disinfectant Spray,Ashley Johnson MD,F
CUSTIDXX-13564,PRODOXIID96,12,Pasta Rice and Grains,    Rice Pilaf,Robert Johnson,F
CUSTIDXX-13569,PRODOXIID70,13,Condiments and Sauces,    Ketchup,Wendy Walker,F
CUSTIDXX-13570,PRODOXIID24,20,Meat and Seafood,Shrimp,April Webb,F
CUSTIDXX-13571,PRODOXIID197,9,Electronics and Appliances,    HDMI Cables,Sharon House,F
CUSTIDXX-13572,PRODOXIID127,24,Household Essentials,    Batteries,Ryan Richardson,F
CUSTIDXX-13573,PRODOXIID167,12,Medical Supplies,    Hand Sanitizer,Michael Little II,F
CUSTIDXX-13575,PRODOXIID237,15,Automotive and Hardware,    Car Wax,Joseph Gomez,F
CUSTIDXX-13577,PRODOXIID236,21,Automotive and Hardware,    Jumper Cables,Fernando Gates,F
CUSTIDXX-13578,PRODOXIID274,1,Sports and Fitness,    Fitness Tracker,Shannon King,F
CUSTIDXX-13580,PRODOXIID236,14,Automotive and Hardware,    Jumper Cables,Devin Dunn,F
CUSTIDXX-13581,PRODOXIID209,6,Home and Kitchen,    Trash Can,Angela Anderson,F
CUSTIDXX-13584,PRODOXIID100,9,Baking Supplies,    Flour,Michelle Henderson,F
CUSTIDXX-13585,PRODOXIID180,8,Hygiene,    All-Purpose Cleaner,Bernard Gonzales,F
CUSTIDXX-13587,PRODOXIID118,4,Beverages,    Bottled Frappuccino,Rachel Peterson,F
CUSTIDXX-13588,PRODOXIID50,8,Canned and Packaged Goods,    Canned Beans,Angel Brock,F
CUSTIDXX-13589,PRODOXIID238,15,Automotive and Hardware,    Safety Vest,Mrs. Nancy Dunn,F
CUSTIDXX-13594,PRODOXIID87,12,Breakfast and Cereal,    Breakfast Sausage,Rachael Manning,F
CUSTIDXX-13595,PRODOXIID196,13,Electronics and Appliances,    Laptop Sleeves,Tony Hoffman,F
CUSTIDXX-13596,PRODOXIID150,14,Pet Supplies,    Dog Food,Jennifer Miller,F
CUSTIDXX-13597,PRODOXIID116,7,Beverages,    Sports Drinks,Wayne Watson,F
CUSTIDXX-13598,PRODOXIID260,17,Books Music and Movies,    Novel,Christopher Copeland,F
CUSTIDXX-13599,PRODOXIID12,18,Dairy ,Yogurt,Kathleen Williams,F
CUSTIDXX-13600,PRODOXIID170,13,Office and School Supplies,    Notebooks,David Bauer,F
CUSTIDXX-13603,PRODOXIID80,18,Breakfast and Cereal,    Cereal,Daniel Chase,F
CUSTIDXX-13604,PRODOXIID295,20,Deli and Prepared Foods,    Fresh Fruit Platter,Julie Flores,F
CUSTIDXX-13610,PRODOXIID226,10,Apparel and Accessories        ,    Hat,Austin Watson,F
CUSTIDXX-13611,PRODOXIID277,18,Sports and Fitness,    Water Bottles,Daniel Ortiz,F
CUSTIDXX-13613,PRODOXIID75,20,Condiments and Sauces,    Soy Sauce,Tiffany Phillips,F
CUSTIDXX-13615,PRODOXIID87,14,Breakfast and Cereal,    Breakfast Sausage,Nicole Diaz,F
CUSTIDXX-13618,PRODOXIID129,25,Household Essentials,    Disposable Plates,Crystal Butler,F
CUSTIDXX-13619,PRODOXIID128,3,Household Essentials,    Light Bulbs,Devin Richardson,F
CUSTIDXX-13622,PRODOXIID183,8,Hygiene,    Bleach,Sarah Moore,F
CUSTIDXX-13625,PRODOXIID125,19,Household Essentials,    Dish Soap,Michael Gross,F
CUSTIDXX-13629,PRODOXIID68,6,Snacks and Beverages,    Bottled Water,Dakota Gutierrez,F
CUSTIDXX-13630,PRODOXIID213,4,Toys and Games,    Action Figure,Randall Jones,F
CUSTIDXX-13631,PRODOXIID68,13,Snacks and Beverages,    Bottled Water,Robert Dixon,F
CUSTIDXX-13632,PRODOXIID267,11,Books Music and Movies,    Travel Guide,Scott Hutchinson,F
CUSTIDXX-13635,PRODOXIID30,21,Bakery,Bread,Melissa Griffin,F
CUSTIDXX-13636,PRODOXIID199,8,Electronics and Appliances,    Wireless Mouse,Dr. Cheryl Jones,F
CUSTIDXX-13637,PRODOXIID150,23,Pet Supplies,    Dog Food,Randall Trujillo,F
CUSTIDXX-13639,PRODOXIID195,14,Electronics and Appliances,    Portable Speakers,Karen Lewis,F
CUSTIDXX-13640,PRODOXIID74,1,Condiments and Sauces,    Hot Sauce,Daniel Allen,F
CUSTIDXX-13644,PRODOXIID234,15,Automotive and Hardware,    Flashlight,Amanda Rodriguez,F
CUSTIDXX-13645,PRODOXIID205,25,Home and Kitchen,    Dish Rack,Daniel Cox,F
CUSTIDXX-13646,PRODOXIID282,12,Ethnic Foods,    Chinese Noodles,Reginald Martin,F
CUSTIDXX-13648,PRODOXIID160,2,Medical Supplies,    Vitamins,Mr. Justin Ray,F
CUSTIDXX-13649,PRODOXIID23,22,Meat and Seafood,Fish,Anthony Martinez,F
CUSTIDXX-13650,PRODOXIID95,16,Pasta Rice and Grains,    Instant Rice,Daniel Cole,F
CUSTIDXX-13651,PRODOXIID39,14,Bakery,Rolls,Jeff Phillips,F
CUSTIDXX-13652,PRODOXIID285,20,Ethnic Foods,    Greek Olives,Krystal Cochran,F
CUSTIDXX-13654,PRODOXIID117,8,Beverages,    Iced Tea Mix,Danielle Davis,F
CUSTIDXX-13658,PRODOXIID290,21,Deli and Prepared Foods,    Deli Sandwich,Andrea Jackson,F
CUSTIDXX-13660,PRODOXIID228,9,Apparel and Accessories        ,    Watch,Alexander Miller,F
CUSTIDXX-13666,PRODOXIID48,20,Frozen Foods,    Frozen Fish Fillets,Thomas Burnett,F
CUSTIDXX-13670,PRODOXIID66,21,Snacks and Beverages,    Energy Bars,Elizabeth Moreno,F
CUSTIDXX-13672,PRODOXIID231,10,Automotive and Hardware,    Car Battery,Lisa Bailey,F
CUSTIDXX-13675,PRODOXIID11,3,Dairy ,Cheese,Mary Pineda,F
CUSTIDXX-13676,PRODOXIID127,12,Household Essentials,    Batteries,Donna Smith,F
CUSTIDXX-13680,PRODOXIID219,15,Toys and Games,    Educational Toy,Julia Rodriguez,F
CUSTIDXX-13681,PRODOXIID276,13,Sports and Fitness,    Resistance Bands,Richard Fox,F
CUSTIDXX-13684,PRODOXIID176,1,Office and School Supplies,    Calculators,Amanda Castillo,F
CUSTIDXX-13686,PRODOXIID259,21,Outdoor and Garden,    Outdoor Umbrella,Christopher Day,F
CUSTIDXX-13688,PRODOXIID124,13,Household Essentials,    Laundry Detergent,Shelly Armstrong,F
CUSTIDXX-13690,PRODOXIID162,20,Medical Supplies,    Pain Relievers,Andrew Baxter,F
CUSTIDXX-13691,PRODOXIID82,6,Breakfast and Cereal,    Pancake Mix,Kenneth Thomas,F
CUSTIDXX-13697,PRODOXIID130,21,Personal Care and Beauty,    Shampoo,Kayla Bartlett,F
CUSTIDXX-13698,PRODOXIID144,16,Baby and Toddler,    Pacifiers,Kurt Green DDS,F
CUSTIDXX-13700,PRODOXIID53,5,Canned and Packaged Goods,    Canned Soups,Cheryl Rodriguez,F
CUSTIDXX-13702,PRODOXIID186,7,Hygiene,    Vacuum Cleaner Bags,Lisa Hansen,F
CUSTIDXX-13705,PRODOXIID9,5,Produce,Broccoli,Patrick Johnson,F
CUSTIDXX-13708,PRODOXIID279,11,Sports and Fitness,    Sports Towel,Mr. Tristan Anderson,F
CUSTIDXX-13709,PRODOXIID118,22,Beverages,    Bottled Frappuccino,Wendy Evans,F
CUSTIDXX-13711,PRODOXIID254,7,Outdoor and Garden,    Garden Tools,Elaine Hart,F
CUSTIDXX-13712,PRODOXIID5,7,Produce,Potato,Nicole Morris,F
CUSTIDXX-13713,PRODOXIID60,4,Snacks and Beverages,    Potato Chips,Alexandria Roberts,F
CUSTIDXX-13717,PRODOXIID145,15,Baby and Toddler,    Baby Shampoo,Mary Williams,F
CUSTIDXX-13718,PRODOXIID109,3,Baking Supplies,    Food Coloring,Jessica Scott,F
CUSTIDXX-13721,PRODOXIID129,20,Household Essentials,    Disposable Plates,Russell Frederick,F
CUSTIDXX-13723,PRODOXIID72,12,Condiments and Sauces,    Mayonnaise,Heather Hernandez,F
CUSTIDXX-13726,PRODOXIID49,2,Frozen Foods,    Frozen Waffles,Chelsea Holt,F
CUSTIDXX-13728,PRODOXIID297,25,Deli and Prepared Foods,    Meat and Cheese Platter,David Matthews,F
CUSTIDXX-13729,PRODOXIID215,11,Toys and Games,    Remote Control Car,Joy Horn,F
CUSTIDXX-13731,PRODOXIID94,25,Pasta Rice and Grains,    Lentils,Christopher James,F
CUSTIDXX-13735,PRODOXIID229,21,Apparel and Accessories        ,    Handbag,Cassandra Brown,F
CUSTIDXX-13736,PRODOXIID251,6,Outdoor and Garden,    Garden Hose,Jennifer Wallace,F
CUSTIDXX-13738,PRODOXIID101,20,Baking Supplies,    Sugar,Willie Henderson DVM,F
CUSTIDXX-13741,PRODOXIID267,4,Books Music and Movies,    Travel Guide,Amanda Johnson,F
CUSTIDXX-13742,PRODOXIID186,1,Hygiene,    Vacuum Cleaner Bags,Dustin Silva,F
CUSTIDXX-13743,PRODOXIID101,11,Baking Supplies,    Sugar,Andrea Arnold,F
CUSTIDXX-13744,PRODOXIID51,2,Canned and Packaged Goods,    Canned Vegetables,Heather Anthony,F
CUSTIDXX-13746,PRODOXIID87,22,Breakfast and Cereal,    Breakfast Sausage,Lauren Bishop,F
CUSTIDXX-13747,PRODOXIID151,11,Pet Supplies,    Cat Food,Amy Bell,F
CUSTIDXX-13748,PRODOXIID143,20,Baby and Toddler,    Baby Food,Vicki Snyder,F
CUSTIDXX-13750,PRODOXIID99,2,Pasta Rice and Grains,    Bulgur Wheat,Daniel Cummings,F
CUSTIDXX-13751,PRODOXIID253,5,Outdoor and Garden,    BBQ Grill,Dr. Brittany Simon,F
CUSTIDXX-13753,PRODOXIID187,13,Hygiene,    Cleaning Brushes,Dennis Lang,F
CUSTIDXX-13755,PRODOXIID190,9,Electronics and Appliances,    Batteries,Samuel Watkins,F
CUSTIDXX-13756,PRODOXIID150,4,Pet Supplies,    Dog Food,Julie Gallagher,F
CUSTIDXX-13759,PRODOXIID33,12,Bakery,Donuts,Thomas Henson,F
CUSTIDXX-13760,PRODOXIID172,5,Office and School Supplies,    Highlighters,Brianna Jacobs,F
CUSTIDXX-13762,PRODOXIID176,9,Office and School Supplies,    Calculators,Jose Williams,F
CUSTIDXX-13763,PRODOXIID21,16,Meat and Seafood,Chicken,Ronald Velasquez MD,F
CUSTIDXX-13764,PRODOXIID235,17,Automotive and Hardware,    Screwdriver Set,Lance Burch,F
CUSTIDXX-13766,PRODOXIID26,1,Meat and Seafood,Sausages,Troy Floyd,F
CUSTIDXX-13768,PRODOXIID105,13,Baking Supplies,    Cake Mix,Pamela Golden,F
CUSTIDXX-13770,PRODOXIID79,14,Condiments and Sauces,    Salsa,Dakota Spears,F
CUSTIDXX-13771,PRODOXIID120,24,Household Essentials,    Paper Towels,Willie Harris,F
CUSTIDXX-13773,PRODOXIID34,17,Bakery,Muffins,Melissa Owens,F
CUSTIDXX-13775,PRODOXIID286,23,Ethnic Foods,    Japanese Sushi Rice,James Taylor,F
CUSTIDXX-13780,PRODOXIID4,9,Produce,Tomato,Tyler Salazar,F
CUSTIDXX-13783,PRODOXIID233,2,Automotive and Hardware,    Tool Set,Margaret Hanson,F
CUSTIDXX-13784,PRODOXIID64,14,Snacks and Beverages,    Nuts,Jacob Burnett,F
CUSTIDXX-13785,PRODOXIID249,8,Seasonal Items,    New Year's Eve Party Supplies,William Smith,F
CUSTIDXX-13790,PRODOXIID115,21,Beverages,    Juice,Matthew Baker,F
CUSTIDXX-13791,PRODOXIID136,4,Personal Care and Beauty,    Deodorant,Holly Walker,F
CUSTIDXX-13792,PRODOXIID91,25,Pasta Rice and Grains,    Rice,Dr. Michele Bradford,F
CUSTIDXX-13793,PRODOXIID162,3,Medical Supplies,    Pain Relievers,Laurie Brown,F
CUSTIDXX-13794,PRODOXIID2,11,Produce,Carrots,Amanda White,F
CUSTIDXX-13795,PRODOXIID278,8,Sports and Fitness,    Gym Bag,Amy Fisher,F
CUSTIDXX-13796,PRODOXIID7,24,Produce,Spinach,Michael Joyce,F
CUSTIDXX-13800,PRODOXIID186,14,Hygiene,    Vacuum Cleaner Bags,Charlene Adams,F
CUSTIDXX-13801,PRODOXIID284,13,Ethnic Foods,    Thai Jasmine Rice,Maria Garcia,F
CUSTIDXX-13802,PRODOXIID93,16,Pasta Rice and Grains,    Couscous,Manuel Brown,F
CUSTIDXX-13803,PRODOXIID247,2,Seasonal Items,    Spring Planters,Timothy Henderson,F
CUSTIDXX-13806,PRODOXIID270,5,Sports and Fitness,    Yoga Mat,Virginia Simpson,F
CUSTIDXX-13807,PRODOXIID221,4,Apparel and Accessories        ,    Jeans,Wayne Parker,F
CUSTIDXX-13809,PRODOXIID123,19,Household Essentials,    Cleaning Wipes,Angela Gregory,F
CUSTIDXX-13810,PRODOXIID226,11,Apparel and Accessories        ,    Hat,Kaitlyn Smith,F
CUSTIDXX-13811,PRODOXIID23,20,Meat and Seafood,Fish,Martin Miller,F
CUSTIDXX-13815,PRODOXIID184,13,Hygiene,    Mop and Bucket,Sandy Johnson,F
CUSTIDXX-13818,PRODOXIID2,15,Produce,Carrots,Heather Singh,F
CUSTIDXX-13819,PRODOXIID191,12,Electronics and Appliances,    Phone Chargers,Brianna Hoffman,F
CUSTIDXX-13822,PRODOXIID215,23,Toys and Games,    Remote Control Car,Stephanie Morris,F
CUSTIDXX-13823,PRODOXIID243,14,Seasonal Items,    Thanksgiving Decorations,Leslie Pham,F
CUSTIDXX-13826,PRODOXIID53,22,Canned and Packaged Goods,    Canned Soups,Angela Mendoza,F
CUSTIDXX-13827,PRODOXIID185,15,Hygiene,    Broom and Dustpan,Megan Allen,F
CUSTIDXX-13828,PRODOXIID22,25,Meat and Seafood,Pork,Jeremy Thomas,F
CUSTIDXX-13829,PRODOXIID148,11,Baby and Toddler,    Teething Toys,Allen Pace,F
CUSTIDXX-13830,PRODOXIID209,6,Home and Kitchen,    Trash Can,Erin Thompson,F
CUSTIDXX-13832,PRODOXIID137,1,Personal Care and Beauty,    Razors,Samantha King,F
CUSTIDXX-13835,PRODOXIID186,9,Hygiene,    Vacuum Cleaner Bags,Sharon Moore,F
CUSTIDXX-13836,PRODOXIID156,16,Pet Supplies,    Pet Brushes,Amanda Fox,F
CUSTIDXX-13837,PRODOXIID121,7,Household Essentials,    Toilet Paper,Jeffrey Ellis,F
CUSTIDXX-13840,PRODOXIID98,3,Pasta Rice and Grains,    Barley,James Edwards,F
CUSTIDXX-13841,PRODOXIID32,15,Bakery,Croissants,Nicole Wong,F
CUSTIDXX-13844,PRODOXIID215,2,Toys and Games,    Remote Control Car,Jason Campbell,F
CUSTIDXX-13845,PRODOXIID89,20,Breakfast and Cereal,    Breakfast Burritos,Kylie Myers MD,F
CUSTIDXX-13847,PRODOXIID8,22,Produce,Oranges,Lindsay Lee,F
CUSTIDXX-13850,PRODOXIID273,9,Sports and Fitness,    Running Shoes,Roger Price,F
CUSTIDXX-13852,PRODOXIID293,8,Deli and Prepared Foods,    Ready-to-Eat Sushi,Eric Ford,F
CUSTIDXX-13857,PRODOXIID44,4,Frozen Foods,    Frozen Desserts,Erin Barnes,F
CUSTIDXX-13861,PRODOXIID197,9,Electronics and Appliances,    HDMI Cables,Wendy Rojas,F
CUSTIDXX-13864,PRODOXIID8,20,Produce,Oranges,Kristie Ortega,F
CUSTIDXX-13867,PRODOXIID227,19,Apparel and Accessories        ,    Sunglasses,Mike Spence,F
CUSTIDXX-13868,PRODOXIID158,23,Pet Supplies,    Bird Seed,Kara Thompson,F
CUSTIDXX-13869,PRODOXIID18,8,Dairy ,Whipped Cream,Gina Rogers,F
CUSTIDXX-13870,PRODOXIID139,9,Personal Care and Beauty,    Hair Gel,Rebecca Jones DVM,F
CUSTIDXX-13872,PRODOXIID245,20,Seasonal Items,    Summer Beach Towel,Leah Mckinney,F
CUSTIDXX-13874,PRODOXIID154,23,Pet Supplies,    Dog Toys,Craig Ramirez,F
CUSTIDXX-13876,PRODOXIID248,6,Seasonal Items,    Fourth of July Flags,Steven Williams,F
CUSTIDXX-13880,PRODOXIID257,9,Outdoor and Garden,    Plant Pots,Ashley Ramirez,F
CUSTIDXX-13881,PRODOXIID59,11,Canned and Packaged Goods,    Instant Noodles,Ashley Cox,F
CUSTIDXX-13884,PRODOXIID219,3,Toys and Games,    Educational Toy,Joshua Saunders,F
CUSTIDXX-13885,PRODOXIID165,17,Medical Supplies,    Bandages,Bridget Palmer,F
CUSTIDXX-13887,PRODOXIID240,19,Seasonal Items,    Christmas Lights,Tamara Jacobson,F
CUSTIDXX-13889,PRODOXIID90,25,Pasta Rice and Grains,    Pasta,James Ross,F
CUSTIDXX-13893,PRODOXIID199,11,Electronics and Appliances,    Wireless Mouse,Mark Horton,F
CUSTIDXX-13894,PRODOXIID269,1,Books Music and Movies,    Self-Help Book,John Webb,F
CUSTIDXX-13897,PRODOXIID134,22,Personal Care and Beauty,    Toothpaste,Sonia Poole,F
CUSTIDXX-13899,PRODOXIID213,17,Toys and Games,    Action Figure,Megan Stein,F
CUSTIDXX-13906,PRODOXIID250,17,Outdoor and Garden,    Lawn Mower,Amy Cowan,F
CUSTIDXX-13908,PRODOXIID70,22,Condiments and Sauces,    Ketchup,Mrs. Terry Olson PhD,F
CUSTIDXX-13912,PRODOXIID238,2,Automotive and Hardware,    Safety Vest,Aaron Clark,F
CUSTIDXX-13918,PRODOXIID175,18,Office and School Supplies,    Sticky Notes,Jill Fleming MD,F
CUSTIDXX-13919,PRODOXIID196,20,Electronics and Appliances,    Laptop Sleeves,Natalie Johnson,F
CUSTIDXX-13920,PRODOXIID204,3,Home and Kitchen,    Toaster Oven,Joanna Church,F
CUSTIDXX-13921,PRODOXIID133,21,Personal Care and Beauty,    Soap Bars,James Alvarado,F
CUSTIDXX-13924,PRODOXIID215,10,Toys and Games,    Remote Control Car,Michael Edwards,F
CUSTIDXX-13925,PRODOXIID117,13,Beverages,    Iced Tea Mix,Suzanne Garrett,F
CUSTIDXX-13928,PRODOXIID125,2,Household Essentials,    Dish Soap,Tony Hernandez,F
CUSTIDXX-13929,PRODOXIID266,1,Books Music and Movies,    Children's Book,Maureen Hughes,F
CUSTIDXX-13930,PRODOXIID65,15,Snacks and Beverages,    Granola Bars,Kevin Conley,F
CUSTIDXX-13932,PRODOXIID262,22,Books Music and Movies,    Cookbook,Nancy Walker,F
CUSTIDXX-13935,PRODOXIID233,13,Automotive and Hardware,    Tool Set,Victoria Walters,F
CUSTIDXX-13937,PRODOXIID255,6,Outdoor and Garden,    Hammock,Kristin Wilson,F
CUSTIDXX-13938,PRODOXIID184,9,Hygiene,    Mop and Bucket,Jordan Ibarra,F
CUSTIDXX-13940,PRODOXIID204,20,Home and Kitchen,    Toaster Oven,Lauren Johnston,F
CUSTIDXX-13942,PRODOXIID63,19,Snacks and Beverages,    Crackers,Renee Evans,F
CUSTIDXX-13943,PRODOXIID166,9,Medical Supplies,    Thermometers,Peter Daniel,F
CUSTIDXX-13946,PRODOXIID216,5,Toys and Games,    Play-Doh Set,Kelly Bond,F
CUSTIDXX-13949,PRODOXIID64,20,Snacks and Beverages,    Nuts,Chelsea Rivera,F
CUSTIDXX-13952,PRODOXIID246,3,Seasonal Items,    Winter Gloves,Stacey Walter,F
CUSTIDXX-13953,PRODOXIID80,14,Breakfast and Cereal,    Cereal,Tommy Brady,F
CUSTIDXX-13954,PRODOXIID45,14,Frozen Foods,    Frozen Pizza,Dr. Jill Davis,F
CUSTIDXX-13955,PRODOXIID219,5,Toys and Games,    Educational Toy,Aaron Galvan,F
CUSTIDXX-13956,PRODOXIID138,7,Personal Care and Beauty,    Lotion,Ryan Schwartz,F
